Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Nachts in der träumenden Stille : Gedichte und Geschichten zur Schlafenszeit	-	Textauswahl: Sonja Schwalb, München	Pattloch	München	2021	-	9783629004277; 362900427X	-	(Festeinband : EUR 12.00 (DE), EUR 12.40 (AT))	127 Seiten	17 cm, 248 g	-	-	-	-	-	Band	21,A51; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=4c6ce876ce1b403abeae2dfafb9e5b69&prov=M&dok_var=1&dok_ext=htm	-	-
Inselsommerstürme : Roman	-	Gabriella Engelmann	Knaur	München	2021	-	9783426527603; 342652760X	Originalausgabe	(Broschur : EUR 8.00 (DE), EUR 8.30 (AT))	76 Seien	19 cm, 92 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=44dd40b9f2a842cca25c79f0bd96c7ff&prov=M&dok_var=1&dok_ext=htm	-	-
Leben im Einklang : Weisheitsgeschichten für die Seele	-	Hans Kruppa	Coppenrath	Münster	2021	-	9783649639633; 3649639637	-	(Festeinband : EUR 12.10 (DE), EUR 12.95 (DE), EUR 13.40 (AT), CHF 17.90 (freier Preis))	156 Seiten	19 cm, 325 g	-	Sammlung Augustina	-	-	-	Band	21,A51; 21,N15	830; B	-	-	https://d-nb.info/1230918221/04	http://deposit.dnb.de/cgi-bin/dokserv?id=95d5fc9769bd4d82865e4f0e62891ce7&prov=M&dok_var=1&dok_ext=htm	-	-
Fiese Witze	Fiese Witze(Münster, 666x Lachgarantie)	Heide Witzka (Hrsg.) ; mit Bildern von Guido Lehmköster	Coppenrath	Münster, Germany	2021	-	9783649638438; 3649638436	-	(Broschur : EUR 4.67 (DE), EUR 5.00 (DE), EUR 5.20 (AT), CHF 7.90 (freier Preis))	175 Seiten	18 cm, 283 g	-	-	-	-	-	Band	21,A51; 21,N15	830; B	-	-	https://d-nb.info/1230916547/04	http://deposit.dnb.de/cgi-bin/dokserv?id=382bcb840d74434ebe45651944383126&prov=M&dok_var=1&dok_ext=htm	-	-
Das Wunder des Überlebens : Erinnerungen	Das Wunder des Überlebens	Ernst Lothar ; mit einem Nachwort von Daniel Kehlmann	btb	München	2021	-	9783442771097; 3442771099	1. Auflage, genehmigte Taschenbuchausgabe	(Broschur : circa EUR 12.00 (DE), circa EUR 12.40 (AT), circa CHF 17.46, circa CHF 17.90 (freier Preis))	381 Seiten	20 cm, 357 g	-	-	-	-	-	Band	21,A51; 21,N15	830; 792	Lothar, Ernst	838.91209	https://d-nb.info/1230765468/04	http://deposit.dnb.de/cgi-bin/dokserv?id=cbcd69d221174eeb83658d5c05a7d0cd&prov=M&dok_var=1&dok_ext=htm	-	-
Like snow we fall : Roman	-	Ayla Dade	Penguin Verlag	München	2021	-	9783328107729; 332810772X	1. Auflage	(Broschur : circa EUR 12.00 (DE), circa EUR 12.40 (AT), circa CHF 17.46, circa CHF 17.90 (freier Preis))	527 Seiten	22 cm, 548 g	-	Winter-dreams-Reihe	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=ba00d7d7c49f429b83cc536c2ee6fe62&prov=M&dok_var=1&dok_ext=htm	-	-
Talberg 1935 : Roman	-	Max Korn	Wilhelm Heyne Verlag	München	2021	-	9783453424593; 345342459X	Originalausgabe	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT), CHF 21.37, CHF 21.90 (freier Preis))	397 Seiten	21 cm, 507 g	-	-	-	Erscheint auch als: Online-Ausgabe; Erscheint auch als	-	Band	21,A51; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=a8af07b2edff4859a355c5526ea9fc58&prov=M&dok_var=1&dok_ext=htm	-	-
Das witzigste Vorlesebuch der Welt	-	herausgegeben von Jürgen von der Lippe	Penguin Verlag	München	2021	-	9783328108306; 3328108300	1. Auflage	(Broschur : EUR 10.00 (DE), EUR 10.30 (AT), CHF 14.15, CHF 14.50 (freier Preis))	255 Seiten	19 cm, 238 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	830; B	-	-	https://d-nb.info/1230764054/04	http://deposit.dnb.de/cgi-bin/dokserv?id=9aa40086ecd0407399518784ab6cbc68&prov=M&dok_var=1&dok_ext=htm	-	-
Dallmayr - der Traum vom schönen Leben : Roman	-	Lisa Graf	Penguin Verlag	München	2021	-	9783328602040; 3328602046	1. Auflage	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT), circa CHF 21.37, circa CHF 21.90 (freier Preis))	640 Seiten	21 cm, 721 g	-	-	-	Erscheint auch als: Online-Ausgabe; Erscheint auch alsOnline-Ausgabe; Erscheint auch als	-	Band	21,A51; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=66e99dff19f7416f830fc9468fd0bf17&prov=M&dok_var=1&dok_ext=htm	-	-
Cherubino : Roman	-	Andrea Grill	btb	München	2021	-	9783442770687; 3442770688	1. Auflage, genehmigte Taschenbuchausgabe	(Broschur : circa EUR 12.00 (DE), circa EUR 12.40 (AT), circa CHF 17.46, circa CHF 17.90 (freier Preis))	317 Seiten	19 cm, 292 g	-	-	-	-	-	Band	21,A51; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=65a9d125d39a419d9c5078809bcc0f7b&prov=M&dok_var=1&dok_ext=htm	-	-
Kant und der sechste Winter : Kriminalroman	-	Marcel Häußler	Wilhelm Heyne Verlag	München	2021	-	9783453425408; 3453425405	Originalausgabe	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT), CHF 21.37, CHF 21.90 (freier Preis))	317 Seiten	21 cm, 410 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=3b054c1c019b463b90ec8b12ee2f1398&prov=M&dok_var=1&dok_ext=htm	-	-
Deutsche Märchen	Deutsche Märchen(München)	von Ludwig Bechstein, Jacob und Wilhelm Grimm, Wilhelm Hauff und Ludwig Tieck ; ausgewählt von Joachim Michael	Anaconda	München	2021	-	9783730610251; 3730610252	-	(Festeinband : EUR 4.95 (DE), EUR 4.95 (AT), CHF 7.32, CHF 7.50 (freier Preis))	316 Seiten	20 cm, 374 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	390; 830; B	Deutsch; Märchen	398.20943	https://d-nb.info/1230759913/04	http://deposit.dnb.de/cgi-bin/dokserv?id=df5d6116dad64b77ae04ba03b6c3d55c&prov=M&dok_var=1&dok_ext=htm	-	-
Unser Weg nach morgen : Roman	-	Jana Voosen	Wilhelm Heyne Verlag	München	2021	-	9783453425255; 3453425251	Originalausgabe	(Broschur : EUR 11.00 (DE), EUR 11.40 (AT), CHF 16.49, CHF 16.90 (freier Preis))	431 Seiten	19 cm, 355 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N14	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=f8b5b21986de4cbf866e1d4d6813e13e&prov=M&dok_var=1&dok_ext=htm	-	-
Unter Wölfen : Der verborgene Feind : Kriminalroman	Unter Wölfen - der verborgene Feind	Alex Beer	Blanvalet	München	2021	-	9783734110689; 3734110688	1. Auflage	(Broschur : circa EUR 10.00 (DE), circa EUR 10.30 (AT), circa CHF 14.15, circa CHF 14.50 (freier Preis))	351 Seiten	19 cm, 285 g	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N14	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=e5d21a5cca8e4ef798931857e2d6f96d&prov=M&dok_var=1&dok_ext=htm	-	-
Was eins ward und innen : das Marsyaprojekt	-	Gedichte Flora von Herwarth ; Pianosuite Alexander Kokic Schmidt	KLAK	Berlin	2021	-	9783948156497; 3948156492	-	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT))	46 Seiten	30 cm	1 CD	-	-	-	-	Band	21,A51; 21,N14	700; 780; 830; B	-	-	https://d-nb.info/1230565825/04	-	-	-
Jonny - Frauen, Tanz und Me(h)er?	-	Jürgen M. Grucza	Rediroma-Verlag	[Remscheid]	2021	-	9783961039630; 3961039631	-	(Broschur : EUR 12.95 (DE), EUR 13.40 (AT))	179 Seiten	19 cm, 260 g	-	-	-	-	-	Band	21,A51; 21,N13	830; B	-	-	-	-	-	-
Thanks for the dance : Doppel-Tanbun : eine Hommage an Leonard Cohen	-	Brigitte ten Brink & Gabriele Hartmann	bon-say-verlag	Höchstenbach	2021	-	9783945890301; 3945890306	-	(Broschur : EUR 5.00 (DE), EUR 5.00 (AT), CHF 8.00 (freier Preis))	15 ungezählte Seiten	15 cm, 29 g	-	-	-	-	-	Band	21,A51; 21,N11	830; B	-	-	-	-	-	-
Move district : Step into my heart : Roman	-	Maren Vivien Haase	Blanvalet	München	2021	-	9783734110030; 3734110033	Originalausgabe	(Broschur : circa EUR 13.00 (DE), circa EUR 13.40 (AT), circa CHF 18.44, circa CHF 18.90 (freier Preis))	461 Seiten	21 cm, 513 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N11	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=c6ba7d2916174520aaafb1e733380bda&prov=M&dok_var=1&dok_ext=htm	-	-
Die Verurteilung von Ovid : Drama	-	Walter Sandtner	Pilum Literatur Verlag	Strasshof an der Nordbahn	2021	-	9783990900284; 3990900285	1. Auflage	(Broschur : EUR 22.00 (DE), EUR 22.00 (AT))	176 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N11	830; B	-	-	-	-	-	-
Band des Obsidian-Zyklus	-	-	Edel Germany GmbH	Hamburg	2021	-	-	-	-	-	21 cm	-	Atlan; Edition Perry Rhodan	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
GruppenSex : Wild und heftig	-	-	Blue Panther Books	Hamburg	2021	-	9783966418164; 3966418169	1. Auflage	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	222 Seiten	230 g	-	Blue Panther Books Taschenbuch ; Band 2471	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N10	830; B	-	-	https://d-nb.info/1228568146/04	http://deposit.dnb.de/cgi-bin/dokserv?id=ec55adbe16824fdcbbb0a7c5f9b8b2b5&prov=M&dok_var=1&dok_ext=htm	-	-
Im Bann der Seide : erotischer Roman	-	Katy Kerry	Blue Panther Books	Hamburg	2021	-	9783966417570; 396641757X	1. Auflage, vollständige Taschenbuchausgabe, Originalausgabe	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	215 Seiten	20 cm	-	Blue Panther Books Taschenbuch ; Band 2470	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N10	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=d6340cf3642d4d2d8baa9cf370e92c9f&prov=M&dok_var=1&dok_ext=htm	-	-
Machs mir geil und heiss : erotische Geschichten	-	Mandy Moore	Blue Panther Books	Hamburg	2021	-	9783750711129; 3750711127	1. Auflage, vollständige Taschenbuchausgabe, Originalausgabe	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	183 Seiten	20 cm	-	Blue Panther Books Taschenbuch ; Band 2476	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N10	830; B	-	-	https://d-nb.info/1228567816/04	http://deposit.dnb.de/cgi-bin/dokserv?id=c8f61945bbb648538007f73384c6038f&prov=M&dok_var=1&dok_ext=htm	-	-
Suspicious Lust - Ehefrau oder Domina? : erotischer SM-Roman	-	Angelique Corse	Blue Panther Books	Hamburg	2021	-	9783750701670; 3750701679	1. Auflage, vollständige Taschenbuchausgabe, Originalausgabe	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	167 Seiten	19 cm	-	Blue Panther Books Taschenbuch ; Band 2474	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N10	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=6955fb983ae341d4ae0eeffc400567c3&prov=M&dok_var=1&dok_ext=htm	-	-
Thereses Töchter : die Augustinerbräu-Gründerdynastie Wagner : Roman	-	Marta Haberland ; herausgegeben durch die Edith-Haberland-Wagner-Stiftung	Volk Verlag	München	2021	-	9783862223572; 3862223574	-	(Festeinband : circa EUR 20.00 (DE), circa EUR 20.60 (AT))	568 Seiten	23 cm	-	-	-	-	-	Band	21,A51; 21,N08	830; B	-	-	-	-	-	-
Vanitas und Gesellschaft	-	herausgegeben von Claudia Benthien, Antje Schmidt und Christian Wobbeler	De Gruyter	Berlin	2021	-	9783110715958; 3110715953	-	(Festeinband : EUR 69.95 (DE), EUR 69.95 (AT))	VI, 308 Seiten	24 cm, 590 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N06	700; 830; 100	Künste; Vanitas	700.45409	https://d-nb.info/1226452752/04	-	-	-
Höllenfahrt : Horror-Thriller (Hardcore)	-	von Marty Ramone	verlag4you	Bad Sachsa	2021	-	9783947183289; 3947183283	1. Auflage	(Broschur : EUR 14.99 (DE), EUR 15.50 (AT))	422 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N06	830; B	-	-	-	-	-	-
Plattdüütsche Döntjes	Plattdüütsche Döntjes	-	Quickborn-Verlag	Hamburg	2021	-	9783876514796; 3876514797	-	(Broschur : circa EUR 8.80 (DE), circa EUR 9.10 (AT))	79 Seiten	13 cm x 13 cm	-	-	-	-	-	Band	21,A51; 21,N04	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=ffe855ed55bc483f8e8537ce91d769eb&prov=M&dok_var=1&dok_ext=htm	-	-
Cybionic : Cybionic – der unabwendbare Anfang	-	Meike Eggers	Polarise	Heidelberg	2021	-	9783947619962; 3947619960	Erweiterte Ausgabe des Tech-Thrillers »Die Dekodierung«	(Broschur : circa EUR 12.95 (DE), circa EUR 13.40 (AT))	391 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N03	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=6ee025e473eb43699bfdf8973d7876b0&prov=M&dok_var=1&dok_ext=htm	-	-
Aus dem Irrgarten der Literatur : Lyrisches, Prosaisches, Autobiographisches, Erlebtes und Erfundenes	-	von Otto Julius Bierbaum ; ausgewählt und eingeleitet von Björn Weyand und Bernd Zegowitz	Quintus	Berlin	2021	-	9783969820032; 3969820030	1. Auflage	(Festeinband : circa EUR 25.00 (DE), circa EUR 25.70 (AT))	480 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N01	830; B	-	-	https://d-nb.info/1224052285/04	-	-	-
Nora - ein Tanz : Roman	-	Friederike Schwab	edition keiper	Graz	2021	-	9783903322325; 3903322326	1. Auflage	(Festeinband : EUR 21.40 (DE), EUR 22.00 (AT), CHF 23.82 (freier Preis))	228 Seiten	21 cm	-	Literatur ; Nr. 124	-	-	-	Band	21,A51; 20,N50	830; B	-	-	-	-	-	-
Alte Freundinnen : Roman	-	Tessa Korber	DuMont	Köln	2021	-	9783832165390; 3832165398	Originalausgabe	(Broschur : circa EUR 15.00 (DE), circa EUR 15.50 (AT))	332 Seiten	22 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 20,N48	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=075ba1c0c1be4bdf85e9f261d632abe5&prov=M&dok_var=1&dok_ext=htm	-	-
Drei Frauen, vier Leben : Roman	-	Dora Heldt	dtv	München	2021	-	9783423262859; 3423262850	Originalausgabe, 2. Auflage	(Broschur : EUR 17.90 (DE), EUR 18.40 (AT), CHF 24.50 (freier Preis))	606 Seiten	21 cm	-	-	-	Erscheint auch als: Tonträger-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 20,N45	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=fe91897f01ff4c7a8ef9fb620e8e086c&prov=M&dok_var=1&dok_ext=htm	-	-
Hallo Papa! : das kleine Buch für Väter (und alle, die sie lieb haben)	You're dad!	Liz Climo ; aus dem Englischen von Elisabeth Schubach	Pattloch	München	2021	-	9783629000996; 3629000991	-	(Festeinband : EUR 10.00 (DE), EUR 10.30 (AT))	107 Seiten	16 cm, 201 g	-	-	-	-	-	Band	21,A51; 20,N45	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=f194aa0570bc41f184a809891c4939ff&prov=M&dok_var=1&dok_ext=htm	-	-
Sei du selbst - das ist deine Stärke : & 77 weitere illustrierte Affirmationen	No one does it like you	Amy Rose Spiegel ; Illustrationen von Catherine Willemse ; Übersetzung Ute Löwenberg	GROH Verlag GmbH	[Germering]	2021	-	9783848500215; 3848500213	-	(Festeinband : EUR 12.00 (DE), EUR 12.40 (AT))	159 Seiten	16 cm, 333 g	-	-	-	-	-	Band	21,A51; 20,N45	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=811d62038947431b985ab58635291e51&prov=M&dok_var=1&dok_ext=htm	-	-
Sei dennoch unverzagt : Gespräche mit meinen Großeltern Christa und Gerhard Wolf	-	Jana Simon	FISCHER Taschenbuch	Frankfurt am Main	2021	-	9783596705504; 3596705509	-	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT))	281 Seiten	19 cm, 248 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 20,N44	830	Wolf, Christa; Wolf, Gerhard; Simon, Jana	833.914	https://d-nb.info/1219976377/04	http://deposit.dnb.de/cgi-bin/dokserv?id=3c5697f301394b57afb2a62066a1074e&prov=M&dok_var=1&dok_ext=htm	-	-
Davosblues : Kriminalroman	-	Silvia Götschi	emons	Köln	2021	-	9783740811198; 3740811196	-	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT))	334 Seiten	21 cm	-	emons: Krimi	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 20,N43	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=5470637974f9452d940df86f9079a04a&prov=M&dok_var=1&dok_ext=htm	-	-
Gelenke des Lichts : Roman	-	Emanuel Maeß	btb	München	2021	-	9783442719990; 3442719992	1. Auflage, genehmigte Taschenbuchausgabe	(Broschur : EUR 11.00 (DE), EUR 11.40 (AT), circa CHF 16.90 (freier Preis))	252 Seiten	19 cm, 238 g	-	-	-	-	-	Band	21,A51; 20,N17	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=c0d609e0bd2b43a2955a17c12b6808da&prov=M&dok_var=1&dok_ext=htm	-	-
Paul Celan today : a companion	-	edited by Michael Eskin, Karen Leeder and Marko Pajević	De Gruyter	Berlin	2021	-	9783110653403; 3110653400	-	(Broschur : EUR 20.95 (DE) (freier Preis), EUR 20.95 (AT) (freier Preis))	VI, 373 Seiten	23 cm, 552 g	-	Companions to contemporary German culture ; volume 10	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 19,N40	830	Celan, Paul	831.914	https://d-nb.info/1195632630/04	-	-	-
Unter Wölfen : Kriminalroman	Unter Wölfen(Gesamtwerk)	Alex Beer	Blanvalet	München	2020	-	9783734110689; 3734110688	-	(Broschur : circa EUR 10.00 (DE), circa EUR 10.30 (AT), circa CHF 14.15, circa CHF 14.50 (freier Preis))	Bände	19 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Die verschwundene schwarze Maske	-	Daniela Bergauer	Machtwortverlag	Dessau	2020	-	9783867611404	1. Auflage	(Broschur, EUR 15,00)	513 Seiten	18 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	https://d-nb.info/1239081707/04	-	-	-
Larve : pripovetke	-	Nora Wagener ; prevod sa nemačkog Mirjana Avramović	Karpos	Loznica	2020	-	9788664351386	-	(Broschur)	102 Seiten	21 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	https://d-nb.info/123785380X/04	-	-	-
Krambambuli : příběh loveckého psa	Krambambuli	Marie von Ebner-Eschenbach ; přeložil Hanuš Karlach ; ilustrovala Lucie Müllerová	Vitalis	[Praha]	2020	-	9788072534210; 8072534211	2. vydání	(Halbgewebe)	31 Seiten	23 cm	-	-	"Kniha je vydána ve spolupráci s Národním památkovým ústavem - Státním zámkem Lysice v roce 2020 ku příležitosti 190 let od narození Marie von Ebner-Eschenbach, rozené hraběnky Dubské"--Preliminária	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Die besondere Reise nach weit, weit weg	-	Klasse 3E OS, Rittermatte Biel/BE ; Schreibcoach: Rolf Hermann	Die Provinz GmbH, Gemeinnützige Gesellschaft für Kulturprojekte	Zürich	2020	-	9783907217184	-	(Broschur)	82 Seiten	21 cm	-	Schulhausroman ; Nr. 124	-	-	-	Band	21,A51	830; B	-	-	https://d-nb.info/1231371919/04	-	-	-
The shepherd, the volk, and the middle class : transformations of pastoral in German-language writing, 1750-1850	-	Elystan Griffiths	Camden House	Rochester, New York	2020	-	9781640140646; 1640140646	-	(Festeinband : EUR 97.50)	xiv, 286 Seiten	24 cm	-	Studies in German literature, linguistics, and culture	-	-	-	Band	21,A51	830	Deutsch; Hirtendichtung	830.93609033	https://d-nb.info/1227068476/04	-	-	-
German in the world : the transnational and global contexts of German studies	-	edited by James Hodkinson and Benedict Schofield	Camden House	Rochester, New York	2020	-	9781640140332; 1640140336	First published	(Festeinband)	viii, 300 Seiten	24 cm	-	Studies in German literature, linguistics, and culture	-	-	-	Band	21,A51	830; 370; 943	Germanistik; Literaturwissenschaft; Internationalität; Kulturbeziehungen	830.711	https://d-nb.info/1227065620/04	-	-	-
Beyond tomorrow : German science fiction and Utopian thought in the 20th and 21st centuries	-	Ingo Cornils	Camden House	Rochester, New York	2020	-	9781640140356; 1640140352	-	(Festeinband : EUR 97.50)	vi, 322 Seiten	24 cm	-	Studies in German literature, linguistics, and culture	-	-	-	Band	21,A51	830; 791	Deutsch; Science-Fiction-Literatur; Utopie; Science-Fiction-Film	833.08762093720904	https://d-nb.info/1227063792/04	-	-	-
Günter Grass : författare och provokatör	-	Sture Packalén	Carlssons	Stockholm	2020	-	9789189063365; 9189063368	-	(Halbgewebe)	309 Seiten	22 cm	-	-	-	-	-	Band	21,A51	830	Grass, Günter	833.914	https://d-nb.info/1222984261/04	-	-	-
2. Band des Obsidian-Zyklus : Das Obsidiantor : zweiter Band des Obsidian-Zyklus	-	-	Edel Germany GmbH	Hamburg	2020	-	9783868036688	Ungekürzte Lizenzausgabe	(Festeinband)	303 Seiten	21 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	https://d-nb.info/1222037823/04	-	-	-
Sommerhusmordet	Fördelüge	Harald Jacobsen ; oversat fra tysk af Hans-Willy Bautz	Mellemgaard	[Odense]	2020	-	9788772188737; 8772188731	1. udgave, 1. oplag	(Broschur : EUR 35.00); hf	332 Seiten	21 cm	-	-	Lizenz des Verlag Gmeiner, Meßkirch	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Briefwechsel mit seinen "Kindern" : Briefe von und an Lu Fritsch und Adolf Droop, Marie und Ferdinand Hannes sowie Willy Einsle	-	Karl May ; herausgegeben von Helmut Vollmer, Hans-Dieter Steinmetz und Florian Schleburg unter Mitwirkung von Wolfgang Hainsch	Karl-May-Verlag	Bamberg; Radebeul	2020	-	-	-	-	-	18 cm	-	Karl May's gesammelte Werke. Karl May	-	-	-	Band	21,A51	830	-	-	-	-	-	-
Essen, Sessenbergstraße : Fall 1 & 2	-	Rainer Sockoll	Hummelshain Verlag	Essen	2020	-	9783943322286; 3943322289	-	(Broschur : EUR 12.80 (DE), EUR 13.20 (AT))	236 Seiten	22 cm	-	-	-	-	-	Band	21,A51; 21,N03	830; B	-	-	-	-	-	-
Bartls Abenteuer : Roman	Bartls Abenteuer	Marlen Haushofer ; mit Illustrationen von Bronislava von Podewils	Panima	Karlsruhe	2020	-	9783982012629; 3982012627	-	(Festeinband : EUR 26.00 (DE), EUR 26.80 (AT), CHF 28.00 (freier Preis))	173 Seiten	24 cm, 520 g	-	-	-	-	-	Band	21,A51; 20,N49	830; B	-	-	-	-	-	-
Die Pfandsammler vom Olymp : Mord im Dauercamper-Milieu	-	Fajiron Schäfer	Verlag SchumacherGebler	Dresden	2020	-	9783941209633; 3941209639	1. Auflage	(Broschur : EUR 14.80 (DE), EUR 15.30 (AT))	206 Seiten	21 cm, 290 g	-	Edition crime special	-	-	-	Band	21,A51; 20,N49	830; B	-	-	https://d-nb.info/1222189496/04	-	-	-
Marta : Heimat in Polen, Deutschland und in der Schweiz	-	Monika Hürlimann	Anthea Verlag	Berlin	2020	-	9783899983616; 3899983610	-	(Festeinband : EUR 22.90 (DE), EUR 23.60 (AT))	428 Seiten	22 cm, 680 g	-	-	-	-	-	Band	21,A51; 20,N42	830; B	-	-	-	-	-	-
Textstaben	-	Thomas Mayer - Phantasönlich	Poss Verlag	Wien	2020	-	9783900044633; 3900044635	1. Auflage	(Broschur : EUR 17.90 (DE), EUR 17.90 (AT))	191 Seiten	18 cm, 200 g	-	-	-	-	-	Band	21,A51; 20,N38	830; B	-	-	https://d-nb.info/1217342532/04	-	-	-
Erzählen als therapeutisches Unternehmen : eine Untersuchung von Alfred Döblins Roman Hamlet oder Die lange Nacht nimmt ein Ende	-	von Martha Altenstein	readbox unipress	Dortmund	2020	-	9783961631896; 3961631891	1. Auflage	(Broschur : EUR 12.80 (DE), EUR 13.20 (AT))	103 Seiten	19 cm, 110 g	-	Hagener Beiträge zur Literatur- und Medienwissenschaft ; Band 6	-	Erscheint auch als: Online-Ausgabe	Bachelorarbeit; FernUniversität Hagen2018	Band	21,A51; 20,N35	830	Döblin, Alfred	833.912	https://d-nb.info/1216120862/04	-	-	-
Sommer '73 : was ich dir nie gesagt habe	-	Cornelis van de Noort	Mein Buch	Zug	2020	-	9783038770220; 3038770221	-	(Festeinband : EUR 29.00 (DE), EUR 29.90 (AT), CHF 37.70 (freier Preis))	384 Seiten	23 cm	-	-	-	-	-	Band	21,A51; 20,N26	830; B	-	-	-	-	-	-
Götterherz	-	-	Sternensand	Zürich	2020	-	9783038961192; 3038961191	1. Auflage	(Broschur : EUR 14.90 (DE), EUR 14.90 (AT), CHF 16.90 (freier Preis))	342 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 19,N51	830; B	-	-	-	-	-	-
Briefwechsel mit seinen "Kindern" : 1896-1909	-	-	Karl-May-Verlag	Bamberg; Radebeul	2020	-	9783780200952; 3780200953	-	(Gewebe : EUR 25.00 (DE), EUR 25.70 (AT))	608 Seiten	470 g	-	Karl May's gesammelte Werke ; Band 95. Karl May	-	-	-	Band	21,A51; 19,N50	830	-	-	https://d-nb.info/1201177634/04	http://deposit.dnb.de/cgi-bin/dokserv?id=e7d2230154db4da8be7e02a985873c58&prov=M&dok_var=1&dok_ext=htm	-	-
Mariposa : Mallorca-Krimi	-	Roland Winterstein	Schardt Verlag	Oldenburg	2020	-	9783961522538; 3961522537	Originalausgabe, Erstdruck	(Broschur : EUR 12.80 (DE), EUR 13.20 (AT), CHF 19.70 (freier Preis))	280 Seiten	21 cm, 289 g	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
